HISTORY_ID,ACCOUNT_ID,TIMESTAMP,BALANCE,CURRENCY
0c950dec79304b3a98070840e5b39f62,ACC_EFC1A24A4F45,2024-08-30 00:22:09.532,5791.07,USD
24660da5fada421393426976184afa1e,ACC_EFC1A24A4F45,2024-09-28 12:35:00.000,5684.36,USD
fbf80fa1202d4bbdb62458959b9b236e,ACC_EFC1A24A4F45,2024-10-28 13:28:00.000,5849.59,USD
ddffc57abf064a3793d6ecb2f15f763f,ACC_EFC1A24A4F45,2024-11-25 17:03:00.000,6050.72,USD
1413cf130bf440e08a3fc11b84ed48ea,ACC_EFC1A24A4F45,2024-12-24 14:43:00.000,5668.84,USD
da08a73333fa4a5b9984866a3cdbaecc,ACC_EFC1A24A4F45,2025-01-23 14:58:00.000,5135.02,USD
9209d4bdd8c743a7a6f3a48941cbe4da,ACC_EFC1A24A4F45,2025-02-20 13:40:00.000,6702.33,USD
0f9d4a2499bc4139abbac9c5332c62ab,ACC_EFC1A24A4F45,2025-03-21 17:42:00.000,6033.06,USD
c61643c2ee384f67beaf4937bac13cdf,ACC_EFC1A24A4F45,2025-04-10 00:00:00.000,5910.14,USD
b0264d698f284c018e56cd8479086242,ACC_3DBAD3640115,2024-12-29 11:56:09.536,27787.10,USD
4a9f0131f7634ca580578c47497db3af,ACC_3DBAD3640115,2025-01-26 17:56:00.000,26101.07,USD
abcb974b3540405786b50d04e7b126ff,ACC_3DBAD3640115,2025-02-23 17:40:00.000,29060.28,USD
13981198215445b3a0b708a15fc6138b,ACC_3DBAD3640115,2025-03-23 09:47:00.000,28015.48,USD
dcf60942803246a994c14e790356d218,ACC_3DBAD3640115,2025-04-10 00:00:00.000,27566.83,USD
bbc90ef3778a4a96b83247c0d6230a97,ACC_52BFC1886EB0,2025-03-13 01:14:53.627,72155.43,USD
129ccebc18314e3a89d6a63946a7c1a0,ACC_52BFC1886EB0,2025-04-10 00:00:00.000,66743.95,USD
3dcc8d1049a84891a5b460ed35f3a16f,ACC_F0DB7E671725,2025-02-23 21:36:26.050,48309.32,USD
81a6c180e4804d5d98be6e6565e53087,ACC_F0DB7E671725,2025-03-25 13:58:00.000,54758.81,USD
df209fee9d574de6b1da6b9a7027a945,ACC_F0DB7E671725,2025-04-10 00:00:00.000,51173.24,USD
a8789b658b2c49119bf90fc4e4b16ed9,ACC_E2375E63D22F,2025-03-07 18:56:47.174,6837.01,USD
df4bc569c39946a8bd3c41c68bcc0723,ACC_E2375E63D22F,2025-04-04 12:17:00.000,6865.59,USD
6f8a2f7b9952424d9bfc11d033c40f55,ACC_E2375E63D22F,2025-04-10 00:00:00.000,6633.32,USD
ce1ebfe0a51c47fd966d028e22570222,ACC_9C91E93E2122,2025-03-26 09:23:18.251,16894.13,USD
5a7d93757e8547d99d0f634139424453,ACC_9C91E93E2122,2025-04-10 00:00:00.000,17373.70,USD
b36265b6bec341e7aa40705452380090,ACC_B13FF356AFDA,2024-03-13 09:48:51.097,5199.40,USD
97bfe61a42f740c9b7e9e337eeb95348,ACC_B13FF356AFDA,2024-04-12 09:14:00.000,5012.33,USD
764bbf4939074da9b2527352956d5c1b,ACC_B13FF356AFDA,2024-05-11 12:14:00.000,5767.80,USD
b4e6809850d4409d8f751e43ae9d5e18,ACC_B13FF356AFDA,2024-06-10 10:28:00.000,4735.66,USD
9142c1eb78f742f0baca6c2a738fac22,ACC_B13FF356AFDA,2024-07-12 09:16:00.000,4914.12,USD
9e13e68871084cee946e3ca3daa9e227,ACC_B13FF356AFDA,2024-08-09 09:07:00.000,5075.85,USD
45602354662a402dbaf7dc7a6e175b8b,ACC_B13FF356AFDA,2024-09-06 15:50:00.000,5325.54,USD
2ca05f76ae2344d4ab90ffd744e175b8,ACC_B13FF356AFDA,2024-10-07 14:23:00.000,5718.65,USD
d8f5832b95604d4eada819478af72d52,ACC_B13FF356AFDA,2024-11-05 15:39:00.000,4951.52,USD
a454ebfb1e4c412c9481cb0fcc8d1736,ACC_B13FF356AFDA,2024-12-04 17:20:00.000,5134.10,USD
056c6b3ae5aa407983bdd4905744ebfa,ACC_B13FF356AFDA,2025-01-02 15:24:00.000,5590.90,USD
b8d6c5d7b4f0430c858e8ffc87563370,ACC_B13FF356AFDA,2025-02-03 10:39:00.000,5329.58,USD
69d6264d4ec942909bdfe47d9d33e058,ACC_B13FF356AFDA,2025-03-03 14:51:00.000,6107.04,USD
eb842c6916954a62996ae1b2e3771a38,ACC_B13FF356AFDA,2025-03-28 15:11:00.000,3978.34,USD
6b1a232d2a0c4840a111d440a59f891e,ACC_B13FF356AFDA,2025-04-10 00:00:00.000,5714.53,USD
8fc5d74c4a1b46b691db9c8baea3b69c,ACC_8650936782EB,2024-06-19 05:11:55.256,4951.82,USD
079e72452d124b42aa5eb7944b365318,ACC_8650936782EB,2024-07-18 12:02:00.000,4599.85,USD
53e77141f0784e8a81db4f36521939ef,ACC_8650936782EB,2024-08-16 09:49:00.000,5193.89,USD
a12e48e2a8844595b5142bde049f1a8f,ACC_8650936782EB,2024-09-14 09:37:00.000,4691.20,USD
ed3159cd24ca4c7ebebad05cd6fa5e51,ACC_8650936782EB,2024-10-14 09:28:00.000,5253.22,USD
e6afb32e03314adeacbe99dfde8168b8,ACC_8650936782EB,2024-11-15 15:36:00.000,4679.39,USD
abf3e8df6063481e862c006dbaf45549,ACC_8650936782EB,2024-12-17 14:31:00.000,4586.10,USD
f3f9a23106a54980964100a2c28da1c3,ACC_8650936782EB,2025-01-14 16:05:00.000,4447.31,USD
a452acf7f2bc48deaa63145975b5a2a3,ACC_8650936782EB,2025-02-13 16:33:00.000,5469.04,USD
ae6424b022ab40f4ab7a93aa8ea21f3b,ACC_8650936782EB,2025-03-15 11:14:00.000,5524.44,USD
d0be8f76eca64f15bc842746cb5a681d,ACC_8650936782EB,2025-04-10 00:00:00.000,5243.46,USD
b709fd1f8fc144ba83ec4dfd505d0563,ACC_D34FEE734D38,2024-06-14 12:40:07.971,12836.27,USD
8bdb89780e3a4934a72a8d5b99334f9f,ACC_D34FEE734D38,2024-07-12 13:19:00.000,11806.39,USD
2f4d0007da43428c979e7f42cbf91a63,ACC_D34FEE734D38,2024-08-11 14:22:00.000,12699.16,USD
56486b69f7b14951b3d0a7de1c41e62b,ACC_D34FEE734D38,2024-09-10 12:53:00.000,12403.91,USD
ff98129bec2944968669d17a121d64a9,ACC_D34FEE734D38,2024-10-08 10:04:00.000,11920.27,USD
9c7ee39478e948bea38b987bafe39ab5,ACC_D34FEE734D38,2024-11-05 12:19:00.000,11233.08,USD
1096457ea743426396835fb7d815cf18,ACC_D34FEE734D38,2024-12-06 16:05:00.000,12805.72,USD
03468c7d328a40e292a0700945906e16,ACC_D34FEE734D38,2025-01-03 10:14:00.000,12458.70,USD
0b9436256366444897b0aa24b4ce226c,ACC_D34FEE734D38,2025-02-03 14:28:00.000,12947.63,USD
5feb8b3c44d9427cb33f2adfdc472fbb,ACC_D34FEE734D38,2025-03-06 14:43:00.000,12149.90,USD
5ee6c5e0497844ec93b32a62f844cada,ACC_D34FEE734D38,2025-04-06 14:24:00.000,12089.81,USD
257083a901494d8c99e1a5f9fc498858,ACC_D34FEE734D38,2025-04-10 00:00:00.000,11851.13,USD
471fa7c17818419593e26fa357d30072,ACC_4E6E121FA913,2025-03-17 01:26:07.366,31775.22,USD
fe310d3537ba4dce8f523c9fca04d0e4,ACC_4E6E121FA913,2025-04-10 00:00:00.000,30292.27,USD
c12601b5271247769dd8a5029c312552,ACC_CC64A3C6FA36,2025-03-27 22:21:37.194,12086.76,USD
18457fd8b722435fb388a086c3c197de,ACC_CC64A3C6FA36,2025-04-10 00:00:00.000,12139.86,USD
5097c40f21074c57aab897c1b3d2877f,ACC_C04ACB7545A4,2025-03-28 12:52:46.466,54063.46,USD
c5e5125e626c44c099c5d43c7c78bf70,ACC_C04ACB7545A4,2025-04-10 00:00:00.000,56766.19,USD
22abd8264eaf4963b94508daa3526588,ACC_BD4D4FCCEE1F,2024-07-05 23:56:36.408,58075.80,USD
842c7ff98e9b423c8339c4c496b04275,ACC_BD4D4FCCEE1F,2024-08-04 16:23:00.000,57372.57,USD
ca4ee42cba244a1fbf61ac3f5d334616,ACC_BD4D4FCCEE1F,2024-09-02 09:19:00.000,53140.59,USD
b0358450880b483cbae41ddc5b5d80ba,ACC_BD4D4FCCEE1F,2024-10-01 17:43:00.000,54945.55,USD
c6c39bcfa01d410986c2b3d1b504be18,ACC_BD4D4FCCEE1F,2024-10-28 11:28:00.000,57562.41,USD
6c97661a1a464ae4b6dc5d3060c9e524,ACC_BD4D4FCCEE1F,2024-11-26 13:30:00.000,57564.11,USD
8e74209baa1746f4a7c4525d50187632,ACC_BD4D4FCCEE1F,2024-12-25 15:05:00.000,54978.95,USD
851aae760ee14134b7e4dd2a635a07c1,ACC_BD4D4FCCEE1F,2025-01-23 09:28:00.000,55150.93,USD
515fd6da96fd4d039a55ea14d54d5e5b,ACC_BD4D4FCCEE1F,2025-02-21 15:45:00.000,58104.75,USD
7749bc81a5464120ad6a3af61c6c0af2,ACC_BD4D4FCCEE1F,2025-03-22 14:28:00.000,52629.65,USD
25aa474d25a94d8ebbede942dc52b292,ACC_BD4D4FCCEE1F,2025-04-10 00:00:00.000,58945.68,USD
4c61d4afba2e4fc59181e22e10bdd6d0,ACC_5E33310A7407,2024-09-21 10:54:50.121,60870.03,USD
1a2e93cc4e7f405898b8713c649d7b69,ACC_5E33310A7407,2024-10-22 15:03:00.000,63577.74,USD
6ec605915bf14b638e7ed49b4f3b07ff,ACC_5E33310A7407,2024-11-23 09:20:00.000,68519.52,USD
bd60ae42d68a4f11af165a1f81f6ae10,ACC_5E33310A7407,2024-12-25 16:54:00.000,70141.09,USD
2fe1ea7143694206b2843b08bb6b01be,ACC_5E33310A7407,2025-01-24 10:54:00.000,61328.20,USD
69e2ca24fdaf47e284e1750086e7202d,ACC_5E33310A7407,2025-02-24 11:38:00.000,61178.12,USD
af7724fa9fd74a11a9a0fffbd1932424,ACC_5E33310A7407,2025-03-27 14:17:00.000,61915.32,USD
7ea2a96115194136872e27aefb1f0733,ACC_5E33310A7407,2025-04-10 00:00:00.000,64183.23,USD
cb3a8b1caaa844339f1905af05763bb7,ACC_2D05E5ADB0DE,2021-03-09 10:43:08.730,2974.68,USD
